Input,Output
CC(C)(C)OC(=O)NC(CCCCNC(=O)OCc1ccccc1)C(=O)O.CCOC(=O)C(C)N>C1CCOC1.CC(C)COC(=O)Cl.CCN1CCOCC1.Cl,CCOC(=O)C(C)NC(=O)C(CCCCNC(=O)OCc1ccccc1)NC(=O)OC(C)(C)C
C#CCCCCCCCl.CCCCCC(C)=CCC#CCBr>C1CCOC1.C[Mg+].[Br-].[Cl-].[Cl-].[NH4+],CCCCCC(C)=CCC#CCC#CCCCCCCCl
Cc1c(C(=O)C(F)(F)C(F)(F)C(F)(F)F)c(-c2ccccc2)c2n1CCC2>CC(Cl)Cl.[I-].[I-].[Zn+2],Cc1c(CC(F)(F)C(F)(F)C(F)(F)F)c(-c2ccccc2)c2n1CCC2
CC(C)(C)OC(=O)NCCCBr.CCOC(=O)CC1OB(O)c2cc(Oc3cnccn3)cc(O)c21>CN(C)C=O.O=C([O-])[O-].[K+].[K+],CCOC(=O)CC1OB(O)c2cc(Oc3cnccn3)cc(OCCCNC(=O)OC(C)(C)C)c21
CCN(CC)CCOC.CI>C1CCOC1,CC[N+](C)(CC)CCOC.[I-]
COC(=O)C=CC(=O)[O-].O=C(O)C=CC(=O)O>CO,COC(=O)C=CC(=O)OC
Cc1nc(N2CCN(Cc3ccc(C(F)F)o3)C2=O)sc1C(=O)O.NCc1cccnc1>Cc1nc(N2CCN(Cc3ccccc3)C2=O)sc1C(=O)O,Cc1nc(N2CCN(Cc3ccc(C(F)F)o3)C2=O)sc1C(=O)NCc1cccnc1
CCOC(=O)CC(NC(=O)C(CC)c1ccccc1)c1cccc(NS(=O)(=O)c2cccc([N+](=O)[O-])c2)c1>Cl[Sn]Cl,CCOC(=O)CC(NC(=O)C(CC)c1ccccc1)c1cccc(NS(=O)(=O)c2cccc(N)c2)c1
CC(C)(C)OC(=O)NC1CCNC1.CCn1cc(C(=O)O)c(=O)c2cc(F)c(F)c(C)c21>C1CCC2=NCCCN2CC1.CC#N,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC(NC(=O)OC(C)(C)C)C3)c(C)c21
COC(=O)Cc1cccc(O)c1.Cc1oc(-c2ccccc2)nc1CCc1noc(CCl)n1>CN(C)C=O.O.[H-].[Na+],COC(=O)Cc1cccc(OCc2nc(CCc3nc(-c4ccccc4)oc3C)no2)c1
COC(=O)Cc1ccc(OC)c(-c2ccc(C(F)(F)F)cc2C=O)c1.NCc1ccccc1>,COC(=O)Cc1ccc(OC)c(-c2ccc(C(F)(F)F)cc2CNCc2ccccc2)c1
CCI.COc1ccc(O)c(C(N)=O)c1>CCO.[Na],CCOc1ccc(OC)cc1C(N)=O
CC(C)(C)c1ccc([N+](=O)[O-])cc1O.O=C([O-])[O-]>CI.CN(C)C=O.O.[K+].[K+],COc1cc([N+](=O)[O-])ccc1C(C)(C)C
O=Cc1cc(F)c(O)cc1F.[Br-]>ClCCl.[Br-].[Br-].c1cc[nH+]cc1.c1cc[nH+]cc1.c1cc[nH+]cc1,O=Cc1cc(F)c(O)c(Br)c1F
CCCCc1nc(C(OC)OC)nn1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1>CCO.Cl,CCCCc1nc(C=O)nn1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
CCc1ccc(B(O)O)cc1.COc1cc(-n2cnc(Cl)cc2=O)ccc1OCC(C)(C)O>CN(C)C=O.ClCCl,CCc1ccc(-c2cc(=O)n(-c3ccc(OCC(C)(C)O)c(OC)c3)cn2)cc1
BrCC1CO1.COc1cc2c(Oc3cc(C)c(C)nc3-c3ccc(C)cn3)ccnc2cc1O>CN(C)C=O.O=C([O-])[O-].[K+].[K+],COc1cc2c(Oc3cc(C)c(C)nc3-c3ccc(C)cn3)ccnc2cc1OCC1CO1
CC1CCCCN1c1ccc(Br)cc1CO.CCN(C(C)C)C(C)C>CCOCC.CO.CS(=O)(=O)Cl.ClCCl,COCc1cc(Br)ccc1N1CCCCC1C
CC1(C)Cc2cc(C(=O)O)ccc2NC1c1cccc(Br)c1.O=C1CNC(=O)CN1>CN(C)CC(=O)O.CS(C)=O.Cl.O=C([O-])[O-].[Cu]I.[K+].[K+],CC1(C)Cc2cc(C(=O)O)ccc2NC1c1cccc(N2CC(=O)NCC2=O)c1
CCCCCCCCN(C)CCCCCCCC.OCCCl>CCC(C)=O,CCCCCCCC[N+](C)(CCO)CCCCCCCC.[Cl-]
